movie_id,title,title_full,genres_raw
2112,Grand Canyon,Grand Canyon (1991),Crime|Drama
2113,Graveyard Shift,Graveyard Shift (1990),Horror|Thriller
2114,"Outsiders, The","Outsiders, The (1983)",Drama
2115,Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom (1984),Action|Adventure
2116,"Lord of the Rings, The","Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi
2117,Nineteen Eighty-Four,Nineteen Eighty-Four (1984),Drama|Sci-Fi
2118,"Dead Zone, The","Dead Zone, The (1983)",Horror|Thriller
2119,Maximum Overdrive,Maximum Overdrive (1986),Horror
2120,Needful Things,Needful Things (1993),Drama|Horror
2121,Cujo,Cujo (1983),Horror|Thriller
2122,Children of the Corn,Children of the Corn (1984),Horror|Thriller
2123,All Dogs Go to Heaven,All Dogs Go to Heaven (1989),Animation|Children's
2124,"Addams Family, The","Addams Family, The (1991)",Comedy
2125,Ever After: A Cinderella Story,Ever After: A Cinderella Story (1998),Drama|Romance
2126,Snake Eyes,Snake Eyes (1998),Action|Crime|Mystery|Thriller
2127,"First Love, Last Rites","First Love, Last Rites (1997)",Drama|Romance
2128,Safe Men,Safe Men (1998),Comedy
2129,"Saltmen of Tibet, The","Saltmen of Tibet, The (1997)",Documentary
2130,Atlantic City,Atlantic City (1980),Crime|Drama|Romance
2131,Autumn Sonata (Hstsonaten ),Autumn Sonata (Hstsonaten ) (1978),Drama
2132,Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf? (1966),Drama
2133,Adventures in Babysitting,Adventures in Babysitting (1987),Adventure|Comedy
2134,Weird Science,Weird Science (1985),Comedy
2135,Doctor Dolittle,Doctor Dolittle (1967),Adventure|Musical
2136,"Nutty Professor, The","Nutty Professor, The (1963)",Comedy
2137,Charlotte's Web,Charlotte's Web (1973),Animation|Children's
2138,Watership Down,Watership Down (1978),Animation|Children's|Drama|Fantasy
2139,"Secret of NIMH, The","Secret of NIMH, The (1982)",Animation|Children's
2140,"Dark Crystal, The","Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi
2141,"American Tail, An","American Tail, An (1986)",Animation|Children's|Comedy
2142,"American Tail: Fievel Goes West, An","American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy
2143,Legend,Legend (1985),Adventure|Fantasy|Romance
2144,Sixteen Candles,Sixteen Candles (1984),Comedy
2145,Pretty in Pink,Pretty in Pink (1986),Comedy|Drama|Romance
2146,St. Elmo's Fire,St. Elmo's Fire (1985),Drama|Romance
2147,"Clan of the Cave Bear, The","Clan of the Cave Bear, The (1986)",Drama
2148,House,House (1986),Comedy|Horror
2149,House II: The Second Story,House II: The Second Story (1987),Comedy|Horror
2150,"Gods Must Be Crazy, The","Gods Must Be Crazy, The (1980)",Comedy
2151,"Gods Must Be Crazy II, The","Gods Must Be Crazy II, The (1989)",Comedy
2152,Air Bud: Golden Receiver,Air Bud: Golden Receiver (1998),Children's|Comedy
2153,"Avengers, The","Avengers, The (1998)",Action|Adventure
2154,How Stella Got Her Groove Back,How Stella Got Her Groove Back (1998),Drama|Romance
2155,"Slums of Beverly Hills, The","Slums of Beverly Hills, The (1998)",Comedy
2156,"Best Man, The (Il Testimone dello sposo)","Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama
2157,"Chambermaid on the Titanic, The","Chambermaid on the Titanic, The (1998)",Romance
2158,"Henry: Portrait of a Serial Killer, Part 2","Henry: Portrait of a Serial Killer, Part 2 (1996)",Crime|Horror
2159,Henry: Portrait of a Serial Killer,Henry: Portrait of a Serial Killer (1990),Crime|Horror
2160,Rosemary's Baby,Rosemary's Baby (1968),Horror|Thriller
2161,"NeverEnding Story, The","NeverEnding Story, The (1984)",Adventure|Children's|Fantasy
2162,"NeverEnding Story II: The Next Chapter, The","NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy
2163,Attack of the Killer Tomatoes!,Attack of the Killer Tomatoes! (1980),Comedy|Horror
2164,Surf Nazis Must Die,Surf Nazis Must Die (1987),Drama
2165,Your Friends and Neighbors,Your Friends and Neighbors (1998),Drama
2166,Return to Paradise,Return to Paradise (1998),Drama|Romance
2167,Blade,Blade (1998),Action|Adventure|Horror
2168,Dance with Me,Dance with Me (1998),Drama|Romance
2169,Dead Man on Campus,Dead Man on Campus (1998),Comedy
2170,Wrongfully Accused,Wrongfully Accused (1998),Action|Comedy
2171,"Next Stop, Wonderland","Next Stop, Wonderland (1998)",Comedy|Drama|Romance
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)","Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy
2173,"Navigator: A Mediaeval Odyssey, The","Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi
2174,Beetlejuice,Beetlejuice (1988),Comedy|Fantasy
2175,Dj Vu,Dj Vu (1997),Drama|Romance
2176,Rope,Rope (1948),Thriller
2177,Family Plot,Family Plot (1976),Comedy|Thriller
2178,Frenzy,Frenzy (1972),Thriller
2179,Topaz,Topaz (1969),Thriller
2180,Torn Curtain,Torn Curtain (1966),Thriller
2181,Marnie,Marnie (1964),Thriller
2182,"Wrong Man, The","Wrong Man, The (1956)",Drama|Film-Noir|Thriller
2183,"Man Who Knew Too Much, The","Man Who Knew Too Much, The (1956)",Thriller
2184,"Trouble with Harry, The","Trouble with Harry, The (1955)",Mystery|Thriller
2185,I Confess,I Confess (1953),Thriller
2186,Strangers on a Train,Strangers on a Train (1951),Film-Noir|Thriller
2187,Stage Fright,Stage Fright (1950),Mystery|Thriller
2188,54,54 (1998),Drama
2189,I Married A Strange Person,I Married A Strange Person (1997),Animation
2190,Why Do Fools Fall In Love?,Why Do Fools Fall In Love? (1998),Drama
2191,"Merry War, A","Merry War, A (1997)",Comedy
2192,See the Sea (Regarde la mer),See the Sea (Regarde la mer) (1997),Drama
2193,Willow,Willow (1988),Action|Adventure|Fantasy
2194,"Untouchables, The","Untouchables, The (1987)",Action|Crime|Drama
2195,Dirty Work,Dirty Work (1998),Comedy
2196,Knock Off,Knock Off (1998),Action
2197,Firelight,Firelight (1997),Drama
2198,Modulations,Modulations (1998),Documentary
2199,Phoenix,Phoenix (1998),Crime|Drama
2200,Under Capricorn,Under Capricorn (1949),Drama
2201,"Paradine Case, The","Paradine Case, The (1947)",Drama
2202,Lifeboat,Lifeboat (1944),Drama|Thriller|War
2203,Shadow of a Doubt,Shadow of a Doubt (1943),Film-Noir|Thriller
2204,Saboteur,Saboteur (1942),Thriller
2205,Mr. & Mrs. Smith,Mr. & Mrs. Smith (1941),Comedy
2206,Suspicion,Suspicion (1941),Mystery|Thriller
2207,Jamaica Inn,Jamaica Inn (1939),Drama
2208,"Lady Vanishes, The","Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller
2209,Young and Innocent,Young and Innocent (1937),Crime|Thriller
2210,Sabotage,Sabotage (1936),Thriller
2211,Secret Agent,Secret Agent (1936),Thriller
2212,"Man Who Knew Too Much, The","Man Who Knew Too Much, The (1934)",Thriller
2213,Waltzes from Vienna,Waltzes from Vienna (1933),Comedy|Musical
2214,Number Seventeen,Number Seventeen (1932),Thriller
2215,Rich and Strange,Rich and Strange (1932),Comedy|Romance
2216,"Skin Game, The","Skin Game, The (1931)",Drama
2217,Elstree Calling,Elstree Calling (1930),Comedy|Musical
2218,Juno and Paycock,Juno and Paycock (1930),Drama
2219,Murder!,Murder! (1930),Mystery|Thriller
2220,"Manxman, The","Manxman, The (1929)",Drama
2221,Blackmail,Blackmail (1929),Thriller
2222,Champagne,Champagne (1928),Comedy
2223,"Farmer's Wife, The","Farmer's Wife, The (1928)",Comedy
2224,Downhill,Downhill (1927),Drama
2225,Easy Virtue,Easy Virtue (1927),Drama
2226,"Ring, The","Ring, The (1927)",Drama
2227,"Lodger, The","Lodger, The (1926)",Thriller
2228,"Mountain Eagle, The","Mountain Eagle, The (1926)",Drama
2229,"Pleasure Garden, The","Pleasure Garden, The (1925)",Drama
2230,Always Tell Your Wife,Always Tell Your Wife (1923),Comedy
2231,Rounders,Rounders (1998),Crime|Drama
2232,Cube,Cube (1997),Sci-Fi|Thriller
2233,Digging to China,Digging to China (1998),Drama
2234,Let's Talk About Sex,Let's Talk About Sex (1998),Drama
2235,One Man's Hero,One Man's Hero (1999),Drama|War
2236,Simon Birch,Simon Birch (1998),Drama
2237,Without Limits,Without Limits (1998),Drama
2238,Seven Beauties (Pasqualino Settebellezze),Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
2240,My Bodyguard,My Bodyguard (1980),Drama
2241,Class,Class (1983),Comedy
2242,"Grandview, U.S.A.","Grandview, U.S.A. (1984)",Drama
2243,Broadcast News,Broadcast News (1987),Comedy|Drama|Romance
2244,"Allnighter, The","Allnighter, The (1987)",Comedy|Romance
2245,Working Girl,Working Girl (1988),Comedy|Drama
2246,Stars and Bars,Stars and Bars (1988),Comedy
2247,Married to the Mob,Married to the Mob (1988),Comedy
2248,Say Anything...,Say Anything... (1989),Comedy|Drama|Romance
2249,My Blue Heaven,My Blue Heaven (1990),Comedy
2250,Men Don't Leave,Men Don't Leave (1990),Drama
2251,"Cabinet of Dr. Ramirez, The","Cabinet of Dr. Ramirez, The (1991)",Comedy
2252,Hero,Hero (1992),Comedy|Drama
2253,Toys,Toys (1992),Action|Comedy|Fantasy
2254,Choices,Choices (1981),Drama
2255,Young Doctors in Love,Young Doctors in Love (1982),Comedy
2256,Parasite,Parasite (1982),Horror|Sci-Fi
2257,No Small Affair,No Small Affair (1984),Comedy|Romance
2258,Master Ninja I,Master Ninja I (1984),Action
2259,Blame It on Rio,Blame It on Rio (1984),Comedy|Romance
2260,Wisdom,Wisdom (1986),Action|Crime
2261,One Crazy Summer,One Crazy Summer (1986),Comedy
2262,About Last Night...,About Last Night... (1986),Comedy|Drama|Romance
2263,"Seventh Sign, The","Seventh Sign, The (1988)",Thriller
2264,We're No Angels,We're No Angels (1989),Drama
2265,Nothing But Trouble,Nothing But Trouble (1991),Adventure|Comedy
2266,"Butcher's Wife, The","Butcher's Wife, The (1991)",Comedy|Romance
2267,Mortal Thoughts,Mortal Thoughts (1991),Mystery|Thriller
2268,"Few Good Men, A","Few Good Men, A (1992)",Crime|Drama
2269,Indecent Proposal,Indecent Proposal (1993),Drama
2270,"Century of Cinema, A","Century of Cinema, A (1994)",Documentary
2271,Permanent Midnight,Permanent Midnight (1998),Drama
2272,One True Thing,One True Thing (1998),Drama
2273,Rush Hour,Rush Hour (1998),Action|Thriller
2274,Lilian's Story,Lilian's Story (1995),Drama
2275,Six-String Samurai,Six-String Samurai (1998),Action|Adventure|Sci-Fi
2276,"Soldier's Daughter Never Cries, A","Soldier's Daughter Never Cries, A (1998)",Drama
2277,Somewhere in the City,Somewhere in the City (1997),Drama
2278,Ronin,Ronin (1998),Action|Crime|Thriller
2279,Urban Legend,Urban Legend (1998),Horror|Thriller
2280,Clay Pigeons,Clay Pigeons (1998),Crime
2281,Monument Ave.,Monument Ave. (1998),Crime
2282,Pecker,Pecker (1998),Comedy|Drama
2283,"Sheltering Sky, The","Sheltering Sky, The (1990)",Drama
2284,Bandit Queen,Bandit Queen (1994),Drama
2285,If....,If.... (1968),Drama
2286,"Fiendish Plot of Dr. Fu Manchu, The","Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy
2287,Them!,Them! (1954),Sci-Fi|Thriller|War
2288,"Thing, The","Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
2289,"Player, The","Player, The (1992)",Comedy|Drama
2290,Stardust Memories,Stardust Memories (1980),Comedy|Drama
2291,Edward Scissorhands,Edward Scissorhands (1990),Drama|Romance
2292,Overnight Delivery,Overnight Delivery (1996),Romance
2293,Shadrach,Shadrach (1998),Drama
2294,Antz,Antz (1998),Animation|Children's
2295,"Impostors, The","Impostors, The (1998)",Comedy
2296,"Night at the Roxbury, A","Night at the Roxbury, A (1998)",Comedy
2297,What Dreams May Come,What Dreams May Come (1998),Drama|Romance
2298,Strangeland,Strangeland (1998),Thriller
2299,"Battle of the Sexes, The","Battle of the Sexes, The (1959)",Comedy
2300,"Producers, The","Producers, The (1968)",Comedy|Musical
2301,History of the World: Part I,History of the World: Part I (1981),Comedy
2302,My Cousin Vinny,My Cousin Vinny (1992),Comedy
2303,Nashville,Nashville (1975),Drama|Musical
2304,Love Is the Devil,Love Is the Devil (1998),Drama
2305,Slam,Slam (1998),Drama
2306,Holy Man,Holy Man (1998),Comedy
2307,One Tough Cop,One Tough Cop (1998),Action|Drama
2308,Detroit 9000,Detroit 9000 (1973),Action|Crime
2309,"Inheritors, The (Die Siebtelbauern)","Inheritors, The (Die Siebtelbauern) (1998)",Drama
2310,"Mighty, The","Mighty, The (1998)",Drama
2311,2010,2010 (1984),Mystery|Sci-Fi
2312,Children of a Lesser God,Children of a Lesser God (1986),Drama
2313,"Elephant Man, The","Elephant Man, The (1980)",Drama
2314,Beloved,Beloved (1998),Drama
2315,Bride of Chucky,Bride of Chucky (1998),Horror|Thriller
2316,Practical Magic,Practical Magic (1998),Drama|Romance
2317,"Alarmist, The","Alarmist, The (1997)",Comedy
2318,Happiness,Happiness (1998),Comedy
2319,Reach the Rock,Reach the Rock (1997),Comedy
2320,Apt Pupil,Apt Pupil (1998),Drama|Thriller
2321,Pleasantville,Pleasantville (1998),Comedy
2322,Soldier,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War
2323,"Cruise, The","Cruise, The (1998)",Documentary
2324,Life Is Beautiful (La Vita  bella),Life Is Beautiful (La Vita  bella) (1997),Comedy|Drama
2325,Orgazmo,Orgazmo (1997),Comedy
2326,Shattered Image,Shattered Image (1998),Drama|Thriller
2327,Tales from the Darkside: The Movie,Tales from the Darkside: The Movie (1990),Horror
2328,Vampires,Vampires (1998),Horror
2329,American History X,American History X (1998),Drama
2330,Hands on a Hard Body,Hands on a Hard Body (1996),Documentary
2331,Living Out Loud,Living Out Loud (1998),Comedy|Romance
2332,Belly,Belly (1998),Crime|Drama
2333,Gods and Monsters,Gods and Monsters (1998),Drama
2334,"Siege, The","Siege, The (1998)",Action|Thriller
2335,"Waterboy, The","Waterboy, The (1998)",Comedy
2336,Elizabeth,Elizabeth (1998),Drama
2337,Velvet Goldmine,Velvet Goldmine (1998),Drama
2338,I Still Know What You Did Last Summer,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
2339,I'll Be Home For Christmas,I'll Be Home For Christmas (1998),Comedy|Romance
2340,Meet Joe Black,Meet Joe Black (1998),Romance
2341,Dancing at Lughnasa,Dancing at Lughnasa (1998),Drama
2342,Hard Core Logo,Hard Core Logo (1996),Comedy
2343,"Naked Man, The","Naked Man, The (1998)",Drama
2344,Runaway Train,Runaway Train (1985),Action|Adventure|Drama|Thriller
2345,Desert Bloom,Desert Bloom (1986),Drama
2346,"Stepford Wives, The","Stepford Wives, The (1975)",Sci-Fi|Thriller
2347,"Pope of Greenwich Village, The","Pope of Greenwich Village, The (1984)",Action
2348,Sid and Nancy,Sid and Nancy (1986),Drama
2349,Mona Lisa,Mona Lisa (1986),Comedy|Thriller
2350,Heart Condition,Heart Condition (1990),Comedy
2351,Nights of Cabiria (Le Notti di Cabiria),Nights of Cabiria (Le Notti di Cabiria) (1957),Drama
2352,"Big Chill, The","Big Chill, The (1983)",Comedy|Drama
2353,Enemy of the State,Enemy of the State (1998),Action|Thriller
2354,"Rugrats Movie, The","Rugrats Movie, The (1998)",Animation|Children's|Comedy
2355,"Bug's Life, A","Bug's Life, A (1998)",Animation|Children's|Comedy
2356,Celebrity,Celebrity (1998),Comedy
2357,Central Station (Central do Brasil),Central Station (Central do Brasil) (1998),Drama
2358,Savior,Savior (1998),Drama
2359,Waking Ned Devine,Waking Ned Devine (1998),Comedy
2360,"Celebration, The (Festen)","Celebration, The (Festen) (1998)",Drama
2361,Pink Flamingos,Pink Flamingos (1972),Comedy
2362,Glen or Glenda,Glen or Glenda (1953),Drama
2363,Godzilla (Gojira),Godzilla (Gojira) (1954),Action|Sci-Fi
2364,Godzilla (Gojira),Godzilla (Gojira) (1984),Action|Sci-Fi
2365,King Kong vs. Godzilla (Kingukongu tai Gojira),King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
2366,King Kong,King Kong (1933),Action|Adventure|Horror
2367,King Kong,King Kong (1976),Action|Adventure|Horror
2368,King Kong Lives,King Kong Lives (1986),Action|Adventure|Horror
2369,Desperately Seeking Susan,Desperately Seeking Susan (1985),Comedy|Romance
2370,"Emerald Forest, The","Emerald Forest, The (1985)",Action|Adventure|Drama
2371,Fletch,Fletch (1985),Comedy
2372,Fletch Lives,Fletch Lives (1989),Comedy
2373,Red Sonja,Red Sonja (1985),Action|Adventure
2374,Gung Ho,Gung Ho (1986),Comedy|Drama
2375,"Money Pit, The","Money Pit, The (1986)",Comedy
2376,"View to a Kill, A","View to a Kill, A (1985)",Action
2377,Lifeforce,Lifeforce (1985),Horror|Sci-Fi
2378,Police Academy,Police Academy (1984),Comedy
2379,Police Academy 2: Their First Assignment,Police Academy 2: Their First Assignment (1985),Comedy
2380,Police Academy 3: Back in Training,Police Academy 3: Back in Training (1986),Comedy
2381,Police Academy 4: Citizens on Patrol,Police Academy 4: Citizens on Patrol (1987),Comedy
2382,Police Academy 5: Assignment: Miami Beach,Police Academy 5: Assignment: Miami Beach (1988),Comedy
2383,Police Academy 6: City Under Siege,Police Academy 6: City Under Siege (1989),Comedy
2384,Babe: Pig in the City,Babe: Pig in the City (1998),Children's|Comedy
2385,Home Fries,Home Fries (1998),Comedy|Romance
2386,Jerry Springer: Ringmaster,Jerry Springer: Ringmaster (1998),Drama
2387,Very Bad Things,Very Bad Things (1998),Comedy|Crime
2388,Steam: The Turkish Bath (Hamam),Steam: The Turkish Bath (Hamam) (1997),Drama|Romance
2389,Psycho,Psycho (1998),Crime|Horror|Thriller
2390,Little Voice,Little Voice (1998),Comedy
2391,"Simple Plan, A","Simple Plan, A (1998)",Crime|Thriller
2392,Jack Frost,Jack Frost (1998),Comedy|Drama
2393,Star Trek: Insurrection,Star Trek: Insurrection (1998),Action|Sci-Fi
2394,"Prince of Egypt, The","Prince of Egypt, The (1998)",Animation|Musical
2395,Rushmore,Rushmore (1998),Comedy
2396,Shakespeare in Love,Shakespeare in Love (1998),Comedy|Romance
2397,Mass Appeal,Mass Appeal (1984),Drama
2398,Miracle on 34th Street,Miracle on 34th Street (1947),Drama
2399,Santa Claus: The Movie,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy
2400,Prancer,Prancer (1989),Children's|Drama
2401,Pale Rider,Pale Rider (1985),Western
2402,Rambo: First Blood Part II,Rambo: First Blood Part II (1985),Action|War
2403,First Blood,First Blood (1982),Action
2404,Rambo III,Rambo III (1988),Action|War
2405,"Jewel of the Nile, The","Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
2406,Romancing the Stone,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
2407,Cocoon,Cocoon (1985),Comedy|Sci-Fi
2408,Cocoon: The Return,Cocoon: The Return (1988),Comedy|Sci-Fi
2409,Rocky II,Rocky II (1979),Action|Drama
2410,Rocky III,Rocky III (1982),Action|Drama
2411,Rocky IV,Rocky IV (1985),Action|Drama
2412,Rocky V,Rocky V (1990),Action|Drama
2413,Clue,Clue (1985),Comedy|Mystery
2414,Young Sherlock Holmes,Young Sherlock Holmes (1985),Action|Adventure|Mystery
2415,Violets Are Blue...,Violets Are Blue... (1986),Drama|Romance
2416,Back to School,Back to School (1986),Comedy
2417,Heartburn,Heartburn (1986),Comedy|Drama
2418,Nothing in Common,Nothing in Common (1986),Comedy
2419,Extremities,Extremities (1986),Drama|Thriller
2420,"Karate Kid, The","Karate Kid, The (1984)",Drama
2421,"Karate Kid, Part II, The","Karate Kid, Part II, The (1986)",Action|Adventure|Drama
2422,"Karate Kid III, The","Karate Kid III, The (1989)",Action|Adventure|Drama
2423,Christmas Vacation,Christmas Vacation (1989),Comedy
2424,You've Got Mail,You've Got Mail (1998),Comedy|Romance
2425,"General, The","General, The (1998)",Crime
2426,"Theory of Flight, The","Theory of Flight, The (1998)",Comedy|Drama|Romance
2427,"Thin Red Line, The","Thin Red Line, The (1998)",Action|Drama|War
2428,"Faculty, The","Faculty, The (1998)",Horror|Sci-Fi
2429,Mighty Joe Young,Mighty Joe Young (1998),Adventure|Children's|Drama
2430,Mighty Joe Young,Mighty Joe Young (1949),Adventure|Children's|Drama
2431,Patch Adams,Patch Adams (1998),Comedy|Drama
2432,Stepmom,Stepmom (1998),Drama
2433,"Civil Action, A","Civil Action, A (1998)",Drama
2434,Down in the Delta,Down in the Delta (1998),Drama
2435,Hurlyburly,Hurlyburly (1998),Drama
2436,Tea with Mussolini,Tea with Mussolini (1999),Comedy
2437,Wilde,Wilde (1997),Drama
2438,Outside Ozona,Outside Ozona (1998),Drama|Thriller
2439,Affliction,Affliction (1997),Drama
2440,Another Day in Paradise,Another Day in Paradise (1998),Drama
2441,"Hi-Lo Country, The","Hi-Lo Country, The (1998)",Drama|Western
2442,Hilary and Jackie,Hilary and Jackie (1998),Drama
2443,Playing by Heart,Playing by Heart (1998),Drama|Romance
2444,24 7: Twenty Four Seven,24 7: Twenty Four Seven (1997),Comedy|Drama
2445,At First Sight,At First Sight (1999),Drama
2446,In Dreams,In Dreams (1999),Thriller
2447,Varsity Blues,Varsity Blues (1999),Comedy|Drama
2448,Virus,Virus (1999),Horror|Sci-Fi
2449,"Garbage Pail Kids Movie, The","Garbage Pail Kids Movie, The (1987)",Adventure|Children's
2450,Howard the Duck,Howard the Duck (1986),Adventure|Children's|Sci-Fi
2451,"Gate, The","Gate, The (1987)",Horror
2452,"Gate II: Trespassers, The","Gate II: Trespassers, The (1990)",Horror
2453,"Boy Who Could Fly, The","Boy Who Could Fly, The (1986)",Drama|Fantasy
2454,"Fly, The","Fly, The (1958)",Horror|Sci-Fi
2455,"Fly, The","Fly, The (1986)",Horror|Sci-Fi
2456,"Fly II, The","Fly II, The (1989)",Horror|Sci-Fi
2457,Running Scared,Running Scared (1986),Action|Comedy
2458,Armed and Dangerous,Armed and Dangerous (1986),Comedy|Crime
2459,"Texas Chainsaw Massacre, The","Texas Chainsaw Massacre, The (1974)",Horror
2460,"Texas Chainsaw Massacre 2, The","Texas Chainsaw Massacre 2, The (1986)",Horror
2461,Leatherface: Texas Chainsaw Massacre III,Leatherface: Texas Chainsaw Massacre III (1990),Horror
2462,"Return of the Texas Chainsaw Massacre, The","Return of the Texas Chainsaw Massacre, The (1994)",Horror
2463,Ruthless People,Ruthless People (1986),Comedy
2464,Trick or Treat,Trick or Treat (1986),Horror
2465,Deadly Friend,Deadly Friend (1986),Horror
2466,Belizaire the Cajun,Belizaire the Cajun (1986),Drama
2467,"Name of the Rose, The","Name of the Rose, The (1986)",Mystery
2468,Jumpin' Jack Flash,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
2469,Peggy Sue Got Married,Peggy Sue Got Married (1986),Comedy|Romance
2470,Crocodile Dundee,Crocodile Dundee (1986),Adventure|Comedy
2471,Crocodile Dundee II,Crocodile Dundee II (1988),Adventure|Comedy
2472,Tough Guys,Tough Guys (1986),Comedy
2473,Soul Man,Soul Man (1986),Comedy
2474,"Color of Money, The","Color of Money, The (1986)",Drama
2475,52 Pick-Up,52 Pick-Up (1986),Action|Mystery|Thriller
2476,Heartbreak Ridge,Heartbreak Ridge (1986),Action|War
2477,Firewalker,Firewalker (1986),Adventure
2478,Three Amigos!,Three Amigos! (1986),Comedy|Western
2479,Gloria,Gloria (1999),Drama|Thriller
2480,Dry Cleaning (Nettoyage  sec),Dry Cleaning (Nettoyage  sec) (1997),Drama
2481,My Name Is Joe,My Name Is Joe (1998),Drama|Romance
2482,Still Crazy,Still Crazy (1998),Comedy|Romance
2483,"Day of the Beast, The (El Da de la bestia)","Day of the Beast, The (El Da de la bestia) (1995)",Comedy|Horror|Thriller
2484,Tinseltown,Tinseltown (1998),Comedy
2485,She's All That,She's All That (1999),Comedy|Romance
2486,24-hour Woman,24-hour Woman (1998),Drama
2487,"Blood, Guts, Bullets and Octane","Blood, Guts, Bullets and Octane (1998)",Action|Comedy
2488,Peeping Tom,Peeping Tom (1960),Drama|Horror|Thriller
2489,Spanish Fly,Spanish Fly (1998),Drama
2490,Payback,Payback (1999),Action|Thriller
2491,Simply Irresistible,Simply Irresistible (1999),Comedy|Romance
2492,20 Dates,20 Dates (1998),Comedy
2493,"Harmonists, The","Harmonists, The (1997)",Drama
2494,"Last Days, The","Last Days, The (1998)",Documentary
2495,"Fantastic Planet, The (La Plante sauvage)","Fantastic Planet, The (La Plante sauvage) (1973)",Animation|Sci-Fi
2496,Blast from the Past,Blast from the Past (1999),Comedy|Romance
2497,Message in a Bottle,Message in a Bottle (1999),Romance
2498,My Favorite Martian,My Favorite Martian (1999),Comedy|Sci-Fi
2499,God Said 'Ha!',God Said 'Ha!' (1998),Comedy
2500,Jawbreaker,Jawbreaker (1999),Comedy
2501,October Sky,October Sky (1999),Drama
2502,Office Space,Office Space (1999),Comedy|Romance
2503,"Apple, The (Sib)","Apple, The (Sib) (1998)",Drama
2504,200 Cigarettes,200 Cigarettes (1999),Comedy|Drama
2505,8MM,8MM (1999),Thriller
2506,"Other Sister, The","Other Sister, The (1999)",Comedy|Drama|Romance
2507,Breakfast of Champions,Breakfast of Champions (1999),Comedy
2508,"Breaks, The","Breaks, The (1999)",Drama
2509,Eight Days a Week,Eight Days a Week (1997),Comedy
2510,Just the Ticket,Just the Ticket (1999),Comedy|Romance
2511,"Long Goodbye, The","Long Goodbye, The (1973)",Crime
2512,"Ballad of Narayama, The (Narayama Bushiko)","Ballad of Narayama, The (Narayama Bushiko) (1982)",Drama
2513,Pet Sematary,Pet Sematary (1989),Horror
2514,Pet Sematary II,Pet Sematary II (1992),Horror
2515,Children of the Corn II: The Final Sacrifice,Children of the Corn II: The Final Sacrifice (1993),Horror
2516,Children of the Corn III,Children of the Corn III (1994),Horror
2517,Christine,Christine (1983),Horror
2518,Night Shift,Night Shift (1982),Comedy
2519,House on Haunted Hill,House on Haunted Hill (1958),Horror
2520,Airport,Airport (1970),Drama
2521,Airport 1975,Airport 1975 (1974),Drama
2522,Airport '77,Airport '77 (1977),Drama
2523,Rollercoaster,Rollercoaster (1977),Drama|Thriller
2524,"Towering Inferno, The","Towering Inferno, The (1974)",Action|Drama
2525,Alligator,Alligator (1980),Action|Horror|Sci-Fi
2526,Meteor,Meteor (1979),Sci-Fi
2527,Westworld,Westworld (1973),Action|Sci-Fi|Thriller|Western
2528,Logan's Run,Logan's Run (1976),Action|Adventure|Sci-Fi
2529,Planet of the Apes,Planet of the Apes (1968),Action|Sci-Fi
2530,Beneath the Planet of the Apes,Beneath the Planet of the Apes (1970),Action|Sci-Fi
2531,Battle for the Planet of the Apes,Battle for the Planet of the Apes (1973),Action|Sci-Fi
2532,Conquest of the Planet of the Apes,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
2533,Escape from the Planet of the Apes,Escape from the Planet of the Apes (1971),Action|Sci-Fi
2534,Avalanche,Avalanche (1978),Action
2535,Earthquake,Earthquake (1974),Action
2536,"Concorde: Airport '79, The","Concorde: Airport '79, The (1979)",Drama
2537,Beyond the Poseidon Adventure,Beyond the Poseidon Adventure (1979),Adventure
2538,Dancemaker,Dancemaker (1998),Documentary
2539,Analyze This,Analyze This (1999),Comedy
2540,"Corruptor, The","Corruptor, The (1999)",Action|Crime|Drama|Thriller
2541,Cruel Intentions,Cruel Intentions (1999),Drama
