user_id,gender,age,age_group,occupation_id,occupation,zipcode
2833,Male,25,19-25,15,scientist,85003
2834,Male,35,26-35,1,academic/educator,33304
2835,Male,35,26-35,20,writer,60622
2836,Male,25,19-25,12,programmer,07974
2837,Male,18,Under18,0,other,49506
2838,Male,18,Under18,1,academic/educator,95864
2839,Male,25,19-25,17,technician/engineer,10003
2840,Male,25,19-25,0,other,60660
2841,Male,50,46-55,12,programmer,98056
2842,Male,35,26-35,17,technician/engineer,30145
2843,Female,25,19-25,4,college/grad student,78705
2844,Male,25,19-25,20,writer,87103
2845,Male,25,19-25,4,college/grad student,74074
2846,Female,18,Under18,4,college/grad student,91604
2847,Male,18,Under18,4,college/grad student,10027
2848,Male,25,19-25,0,other,47401
2849,Male,45,36-45,11,lawyer,94114
2850,Male,18,Under18,20,writer,94608
2851,Female,25,19-25,7,executive/managerial,94107
2852,Male,25,19-25,12,programmer,98037
2853,Male,1,Under18,1,academic/educator,444555
2854,Female,18,Under18,4,college/grad student,64151
2855,Male,25,19-25,4,college/grad student,94102
2856,Male,35,26-35,11,lawyer,22030
2857,Male,25,19-25,0,other,10469
2858,Female,1,Under18,10,K-12 student,72601
2859,Male,18,Under18,1,academic/educator,95814
2860,Male,35,26-35,17,technician/engineer,20009
2861,Male,25,19-25,15,scientist,06510
2862,Male,45,36-45,7,executive/managerial,55066
2863,Female,25,19-25,2,artist,27705
2864,Female,35,26-35,3,clerical/admin,11725
2865,Female,25,19-25,6,doctor/health care,21014
2866,Male,25,19-25,7,executive/managerial,53717
2867,Male,45,36-45,17,technician/engineer,15204
2868,Male,35,26-35,12,programmer,94025
2869,Male,50,46-55,17,technician/engineer,07650
2870,Male,50,46-55,18,tradesman/craftsman,95472
2871,Female,25,19-25,14,sales/marketing,98110
2872,Male,25,19-25,20,writer,94014
2873,Female,18,Under18,4,college/grad student,64093
2874,Female,35,26-35,20,writer,20036
2875,Male,25,19-25,2,artist,10013
2876,Male,25,19-25,17,technician/engineer,02149
2877,Male,35,26-35,1,academic/educator,80687
2878,Female,50,46-55,20,writer,88005
2879,Male,18,Under18,4,college/grad student,60062
2880,Male,18,Under18,12,programmer,55405
2881,Female,25,19-25,12,programmer,77019
2882,Male,18,Under18,20,writer,78759
2883,Male,18,Under18,20,writer,30101
2884,Female,50,46-55,3,clerical/admin,53222
2885,Female,18,Under18,1,academic/educator,80302
2886,Male,18,Under18,4,college/grad student,60073
2887,Male,25,19-25,3,clerical/admin,66205
2888,Male,25,19-25,14,sales/marketing,55438
2889,Male,35,26-35,3,clerical/admin,55104
2890,Male,35,26-35,7,executive/managerial,90069
2891,Female,18,Under18,4,college/grad student,66044
2892,Male,25,19-25,4,college/grad student,84064
2893,Male,25,19-25,1,academic/educator,94025
2894,Male,18,Under18,4,college/grad student,44130
2895,Male,25,19-25,11,lawyer,07039
2896,Male,18,Under18,14,sales/marketing,60073
2897,Male,25,19-25,5,customer service,97405
2898,Male,18,Under18,4,college/grad student,02453
2899,Male,35,26-35,14,sales/marketing,94133
2900,Male,18,Under18,12,programmer,95120
2901,Male,25,19-25,17,technician/engineer,78749
2902,Male,25,19-25,12,programmer,98007
2903,Male,25,19-25,16,self-employed,20850
2904,Male,25,19-25,4,college/grad student,16802
2905,Male,35,26-35,17,technician/engineer,55407
2906,Male,35,26-35,19,unemployed,55421
2907,Female,35,26-35,5,customer service,12345
2908,Male,18,Under18,2,artist,74403
2909,Male,25,19-25,7,executive/managerial,43228
2910,Male,1,Under18,19,unemployed,75602
2911,Female,25,19-25,4,college/grad student,55455
2912,Female,18,Under18,4,college/grad student,48104
2913,Female,35,26-35,20,writer,98119
2914,Male,25,19-25,4,college/grad student,92614
2915,Male,25,19-25,7,executive/managerial,23423
2916,Male,45,36-45,2,artist,98011
2917,Male,25,19-25,0,other,60201
2918,Male,25,19-25,12,programmer,98112
2919,Male,18,Under18,17,technician/engineer,88076
2920,Male,25,19-25,2,artist,55116
2921,Male,50,46-55,1,academic/educator,53221
2922,Male,25,19-25,17,technician/engineer,52402
2923,Male,35,26-35,12,programmer,44256
2924,Female,18,Under18,4,college/grad student,94121
2925,Female,25,19-25,4,college/grad student,23454
2926,Female,18,Under18,2,artist,55118
2927,Male,25,19-25,12,programmer,24060
2928,Male,25,19-25,2,artist,90068
2929,Male,18,Under18,2,artist,60614
2930,Male,50,46-55,17,technician/engineer,45420
2931,Male,18,Under18,4,college/grad student,16803
2932,Male,25,19-25,12,programmer,55346
2933,Male,35,26-35,11,lawyer,32082
2934,Female,35,26-35,20,writer,91324
2935,Male,25,19-25,0,other,55126
2936,Female,18,Under18,4,college/grad student,94122
2937,Female,18,Under18,4,college/grad student,48103
2938,Female,25,19-25,0,other,55345
2939,Female,25,19-25,15,scientist,94901
2940,Male,25,19-25,0,other,02143
2941,Male,35,26-35,12,programmer,98033
2942,Female,50,46-55,1,academic/educator,93103
2943,Male,35,26-35,12,programmer,95864
2944,Female,18,Under18,4,college/grad student,48104
2945,Female,35,26-35,17,technician/engineer,89507
2946,Male,35,26-35,16,self-employed,92630
2947,Female,25,19-25,0,other,02138
2948,Male,18,Under18,14,sales/marketing,48185
2949,Male,25,19-25,17,technician/engineer,98033
2950,Male,18,Under18,0,other,72761
2951,Female,35,26-35,14,sales/marketing,94303
2952,Male,25,19-25,4,college/grad student,06511
2953,Male,25,19-25,20,writer,23225
2954,Male,18,Under18,2,artist,11435
2955,Male,35,26-35,14,sales/marketing,92025
2956,Male,25,19-25,12,programmer,50265
2957,Male,18,Under18,4,college/grad student,48104
2958,Male,25,19-25,7,executive/managerial,91911
2959,Male,35,26-35,17,technician/engineer,06074
2960,Male,18,Under18,4,college/grad student,48104
2961,Male,50,46-55,17,technician/engineer,91977
2962,Male,35,26-35,3,clerical/admin,94109
2963,Female,18,Under18,4,college/grad student,48104
2964,Male,25,19-25,17,technician/engineer,07030
2965,Female,35,26-35,4,college/grad student,48103
2966,Female,25,19-25,4,college/grad student,48104
2967,Male,25,19-25,0,other,94110
2968,Female,18,Under18,0,other,48104
2969,Male,25,19-25,7,executive/managerial,06851
2970,Male,18,Under18,4,college/grad student,48104
2971,Male,25,19-25,4,college/grad student,48104
2972,Male,25,19-25,4,college/grad student,97330
2973,Female,18,Under18,4,college/grad student,48108
2974,Male,18,Under18,4,college/grad student,48105
2975,Male,35,26-35,11,lawyer,20879
2976,Male,18,Under18,20,writer,86001
2977,Female,18,Under18,4,college/grad student,48104
2978,Male,35,26-35,20,writer,45236
2979,Male,35,26-35,2,artist,45243
2980,Male,45,36-45,7,executive/managerial,91766
2981,Male,45,36-45,6,doctor/health care,52556
2982,Male,25,19-25,4,college/grad student,54902
2983,Male,18,Under18,4,college/grad student,97850
2984,Male,25,19-25,4,college/grad student,48105
2985,Male,18,Under18,4,college/grad student,97333
2986,Male,25,19-25,4,college/grad student,24060
2987,Male,18,Under18,4,college/grad student,15213
2988,Female,18,Under18,6,doctor/health care,92122
2989,Male,35,26-35,12,programmer,97330
2990,Male,35,26-35,12,programmer,45243
2991,Male,50,46-55,1,academic/educator,48105
2992,Male,18,Under18,4,college/grad student,14853
2993,Male,18,Under18,19,unemployed,12133
2994,Male,35,26-35,5,customer service,95008
2995,Male,25,19-25,15,scientist,97333
2996,Male,18,Under18,0,other,63011
2997,Female,35,26-35,16,self-employed,45238
2998,Female,25,19-25,1,academic/educator,45241
2999,Male,25,19-25,7,executive/managerial,33813
3000,Male,25,19-25,4,college/grad student,55408
3001,Male,18,Under18,4,college/grad student,94704
3002,Male,45,36-45,11,lawyer,90028
3003,Male,18,Under18,15,scientist,94606
3004,Female,18,Under18,4,college/grad student,02138
3005,Male,25,19-25,17,technician/engineer,94133
3006,Male,18,Under18,4,college/grad student,45750
3007,Male,35,26-35,0,other,33174
3008,Male,18,Under18,4,college/grad student,94403
3009,Female,35,26-35,3,clerical/admin,55112
3010,Male,25,19-25,12,programmer,78759
3011,Male,25,19-25,1,academic/educator,10003
3012,Male,25,19-25,12,programmer,78660
3013,Male,45,36-45,17,technician/engineer,97124
3014,Male,35,26-35,7,executive/managerial,06430
3015,Male,56,56+,6,doctor/health care,62707
3016,Male,18,Under18,12,programmer,78759
3017,Female,35,26-35,9,homemaker,85255
3018,Male,35,26-35,0,other,45242
3019,Male,50,46-55,12,programmer,97330
3020,Female,35,26-35,7,executive/managerial,60302
3021,Female,45,36-45,15,scientist,78750
3022,Male,25,19-25,17,technician/engineer,78730
3023,Female,25,19-25,7,executive/managerial,92108
3024,Male,35,26-35,17,technician/engineer,14302
3025,Female,35,26-35,0,other,90004
3026,Female,18,Under18,4,college/grad student,45750
3027,Male,18,Under18,4,college/grad student,85719
3028,Male,1,Under18,10,K-12 student,12701
3029,Male,18,Under18,4,college/grad student,92037
3030,Male,35,26-35,1,academic/educator,48103
3031,Male,18,Under18,4,college/grad student,48135
3032,Male,25,19-25,0,other,47303
3033,Male,18,Under18,4,college/grad student,02906
3034,Female,18,Under18,1,academic/educator,33143
3035,Female,25,19-25,7,executive/managerial,90230
3036,Male,56,56+,13,retired,14843
3037,Female,25,19-25,2,artist,97333
3038,Female,35,26-35,2,artist,97401
3039,Female,50,46-55,3,clerical/admin,33611
3040,Male,25,19-25,8,farmer,22046
3041,Male,25,19-25,4,college/grad student,97333
3042,Male,56,56+,1,academic/educator,49042
3043,Male,18,Under18,2,artist,90069
3044,Male,35,26-35,16,self-employed,77301
3045,Male,45,36-45,1,academic/educator,90631
3046,Male,1,Under18,4,college/grad student,46311
3047,Female,25,19-25,4,college/grad student,94117
3048,Male,18,Under18,2,artist,02066
3049,Female,50,46-55,0,other,02421
3050,Male,35,26-35,12,programmer,94025
3051,Male,18,Under18,17,technician/engineer,94063
3052,Male,35,26-35,12,programmer,10036
3053,Female,25,19-25,3,clerical/admin,55102
3054,Male,18,Under18,4,college/grad student,44056
3055,Female,25,19-25,3,clerical/admin,98501
3056,Male,25,19-25,18,tradesman/craftsman,10309
3057,Female,25,19-25,12,programmer,55438
3058,Male,18,Under18,12,programmer,55123
3059,Male,35,26-35,0,other,75023
3060,Female,35,26-35,1,academic/educator,92705
3061,Male,45,36-45,2,artist,29440
3062,Male,18,Under18,4,college/grad student,03106
3063,Male,18,Under18,4,college/grad student,03106
3064,Male,35,26-35,17,technician/engineer,90026
3065,Female,18,Under18,4,college/grad student,48135
3066,Male,18,Under18,4,college/grad student,61801
3067,Female,25,19-25,0,other,02148
3068,Female,35,26-35,9,homemaker,66204
3069,Male,18,Under18,4,college/grad student,97470
3070,Female,18,Under18,4,college/grad student,10708
3071,Male,25,19-25,1,academic/educator,02115
3072,Male,50,46-55,1,academic/educator,55126
3073,Male,25,19-25,0,other,90028
3074,Male,25,19-25,0,other,23451
3075,Female,25,19-25,11,lawyer,06107
3076,Male,35,26-35,17,technician/engineer,30024
3077,Male,18,Under18,4,college/grad student,43202
3078,Female,35,26-35,1,academic/educator,02155
3079,Female,25,19-25,1,academic/educator,55410
3080,Male,25,19-25,20,writer,55410
3081,Male,25,19-25,7,executive/managerial,77252
3082,Female,35,26-35,6,doctor/health care,45459
3083,Female,50,46-55,0,other,97403
3084,Male,25,19-25,16,self-employed,01581
3085,Male,25,19-25,4,college/grad student,78703
3086,Male,18,Under18,12,programmer,98105
3087,Female,1,Under18,1,academic/educator,90802
3088,Female,25,19-25,4,college/grad student,87110
3089,Male,45,36-45,16,self-employed,93448
3090,Male,25,19-25,2,artist,90004
3091,Female,25,19-25,0,other,19107
3092,Male,35,26-35,15,scientist,98108
3093,Female,45,36-45,20,writer,89134
3094,Male,35,26-35,0,other,30030
3095,Female,25,19-25,3,clerical/admin,06810
3096,Female,45,36-45,3,clerical/admin,38028
3097,Female,25,19-25,5,customer service,10021
3098,Male,25,19-25,4,college/grad student,55112
3099,Male,25,19-25,17,technician/engineer,20910
3100,Female,25,19-25,6,doctor/health care,91423
3101,Male,18,Under18,15,scientist,91101
3102,Male,25,19-25,12,programmer,34170
3103,Male,25,19-25,20,writer,64112
3104,Male,18,Under18,17,technician/engineer,02118
3105,Male,35,26-35,12,programmer,98166
3106,Male,25,19-25,0,other,33142
3107,Male,25,19-25,17,technician/engineer,92656
3108,Male,50,46-55,6,doctor/health care,22039
3109,Female,25,19-25,11,lawyer,43201
3110,Male,25,19-25,0,other,10002
3111,Male,18,Under18,4,college/grad student,56520
3112,Male,18,Under18,12,programmer,98133
3113,Male,25,19-25,10,K-12 student,55414
3114,Male,18,Under18,5,customer service,65211
3115,Male,35,26-35,17,technician/engineer,48323
3116,Male,25,19-25,12,programmer,98034
3117,Male,35,26-35,0,other,83704
3118,Male,25,19-25,0,other,77025
3119,Male,45,36-45,1,academic/educator,37027
3120,Male,18,Under18,4,college/grad student,55414
3121,Male,25,19-25,2,artist,32118
3122,Female,25,19-25,7,executive/managerial,22209
3123,Male,25,19-25,2,artist,90401
3124,Male,25,19-25,12,programmer,30337
3125,Male,25,19-25,7,executive/managerial,10025
3126,Male,25,19-25,2,artist,32118
3127,Female,25,19-25,0,other,10003
3128,Male,18,Under18,2,artist,10012
3129,Male,25,19-25,7,executive/managerial,21117
3130,Male,25,19-25,7,executive/managerial,32835
3131,Female,25,19-25,2,artist,90036
3132,Male,35,26-35,7,executive/managerial,98467
3133,Male,18,Under18,4,college/grad student,33720
3134,Male,18,Under18,4,college/grad student,55455
3135,Male,25,19-25,15,scientist,12345
3136,Female,25,19-25,4,college/grad student,72801
3137,Male,25,19-25,11,lawyer,11217
3138,Male,35,26-35,17,technician/engineer,46229
3139,Male,56,56+,13,retired,89128
3140,Female,25,19-25,4,college/grad student,78728
3141,Male,25,19-25,14,sales/marketing,81679
3142,Male,25,19-25,20,writer,85719
3143,Female,50,46-55,16,self-employed,90272
3144,Female,25,19-25,7,executive/managerial,85260
3145,Male,18,Under18,4,college/grad student,02138
3146,Male,25,19-25,0,other,31605
3147,Male,25,19-25,14,sales/marketing,49355
3148,Male,18,Under18,20,writer,72837
3149,Male,18,Under18,4,college/grad student,92602
3150,Female,25,19-25,3,clerical/admin,92831
3151,Female,25,19-25,0,other,92870
3152,Male,18,Under18,4,college/grad student,61801
3153,Female,25,19-25,4,college/grad student,73160
3154,Female,25,19-25,4,college/grad student,95616
3155,Male,25,19-25,7,executive/managerial,55112
3156,Male,35,26-35,7,executive/managerial,07663
3157,Male,25,19-25,12,programmer,92880
3158,Male,25,19-25,15,scientist,15217
3159,Female,25,19-25,15,scientist,15213
3160,Male,25,19-25,17,technician/engineer,77521
3161,Male,25,19-25,7,executive/managerial,55408
3162,Male,25,19-25,1,academic/educator,08854-3115
3163,Male,18,Under18,15,scientist,95616
3164,Male,18,Under18,12,programmer,55118
3165,Male,35,26-35,7,executive/managerial,60611
3166,Male,18,Under18,4,college/grad student,32607
3167,Male,25,19-25,2,artist,77056
3168,Female,35,26-35,5,customer service,94546
3169,Male,50,46-55,0,other,23518
3170,Male,25,19-25,0,other,08461
3171,Female,50,46-55,3,clerical/admin,10128
3172,Male,18,Under18,12,programmer,55408
3173,Male,25,19-25,12,programmer,55317
3174,Female,18,Under18,14,sales/marketing,10018
3175,Male,35,26-35,16,self-employed,10014
3176,Male,25,19-25,17,technician/engineer,95129
3177,Female,25,19-25,6,doctor/health care,94132
3178,Female,35,26-35,5,customer service,44313
3179,Female,18,Under18,20,writer,02125
3180,Male,25,19-25,14,sales/marketing,07430
3181,Male,25,19-25,12,programmer,07436
3182,Male,25,19-25,12,programmer,12866
3183,Male,50,46-55,7,executive/managerial,60510
3184,Female,25,19-25,18,tradesman/craftsman,21214
3185,Male,18,Under18,7,executive/managerial,55337
3186,Male,50,46-55,1,academic/educator,92122
3187,Male,35,26-35,12,programmer,32935
3188,Male,56,56+,13,retired,55344
3189,Male,25,19-25,16,self-employed,90292
3190,Male,1,Under18,17,technician/engineer,97062
3191,Male,25,19-25,12,programmer,27707
3192,Male,18,Under18,4,college/grad student,02912
3193,Male,25,19-25,0,other,92019
3194,Male,25,19-25,15,scientist,92648
3195,Male,18,Under18,4,college/grad student,80228
3196,Female,18,Under18,4,college/grad student,45219
3197,Female,18,Under18,14,sales/marketing,94110
3198,Male,25,19-25,12,programmer,94110
3199,Male,18,Under18,0,other,57106
3200,Female,25,19-25,1,academic/educator,98144
3201,Male,45,36-45,7,executive/managerial,35216
3202,Female,18,Under18,4,college/grad student,24060
3203,Male,35,26-35,0,other,90254
3204,Male,45,36-45,16,self-employed,80304
3205,Female,35,26-35,16,self-employed,80304
3206,Male,18,Under18,20,writer,44089
3207,Male,35,26-35,7,executive/managerial,60610
3208,Male,25,19-25,14,sales/marketing,30342
3209,Male,25,19-25,0,other,21555
3210,Female,45,36-45,0,other,02115
3211,Male,50,46-55,16,self-employed,20015
3212,Female,25,19-25,17,technician/engineer,11215
3213,Female,25,19-25,1,academic/educator,83705
3214,Female,56,56+,7,executive/managerial,10019
3215,Female,50,46-55,13,retired,55447
3216,Male,35,26-35,1,academic/educator,54481
3217,Female,35,26-35,0,other,92630
3218,Male,56,56+,6,doctor/health care,48070
3219,Female,18,Under18,4,college/grad student,54302
3220,Male,35,26-35,7,executive/managerial,54016
3221,Male,25,19-25,0,other,19106
3222,Male,35,26-35,7,executive/managerial,10583
3223,Male,25,19-25,20,writer,10014
3224,Female,25,19-25,14,sales/marketing,93428
3225,Male,18,Under18,0,other,15237
3226,Male,35,26-35,4,college/grad student,10027
3227,Female,25,19-25,14,sales/marketing,60657
3228,Male,25,19-25,14,sales/marketing,05448
3229,Female,56,56+,1,academic/educator,93105
3230,Male,35,26-35,16,self-employed,92630
3231,Male,25,19-25,7,executive/managerial,55112
3232,Male,35,26-35,12,programmer,92821
3233,Male,50,46-55,2,artist,60660
3234,Female,1,Under18,0,other,90012
3235,Male,18,Under18,4,college/grad student,87801
3236,Male,18,Under18,15,scientist,87111
3237,Male,35,26-35,7,executive/managerial,05401
3238,Male,35,26-35,7,executive/managerial,10069
3239,Female,25,19-25,12,programmer,07730
3240,Male,18,Under18,4,college/grad student,55403
3241,Female,50,46-55,0,other,20004
3242,Male,50,46-55,13,retired,94089
3243,Male,25,19-25,12,programmer,98117
3244,Female,18,Under18,4,college/grad student,92647
3245,Male,18,Under18,2,artist,08820
3246,Female,35,26-35,1,academic/educator,85258
3247,Male,35,26-35,15,scientist,92649
3248,Female,25,19-25,7,executive/managerial,94115
3249,Female,25,19-25,4,college/grad student,92648
3250,Male,25,19-25,4,college/grad student,90069
3251,Male,35,26-35,17,technician/engineer,15330
3252,Male,50,46-55,0,other,76067
3253,Female,35,26-35,4,college/grad student,26505
3254,Female,35,26-35,6,doctor/health care,95843
3255,Female,25,19-25,15,scientist,91902
3256,Male,25,19-25,15,scientist,92111
3257,Male,25,19-25,14,sales/marketing,94105
3258,Male,45,36-45,6,doctor/health care,02339
3259,Female,18,Under18,4,college/grad student,95616
3260,Male,25,19-25,4,college/grad student,44514
3261,Male,45,36-45,20,writer,87505
3262,Male,25,19-25,14,sales/marketing,55391
3263,Male,50,46-55,11,lawyer,66048
3264,Female,25,19-25,1,academic/educator,94536
3265,Male,25,19-25,15,scientist,53704
3266,Female,25,19-25,4,college/grad student,95616
3267,Male,25,19-25,4,college/grad student,78705
3268,Male,25,19-25,12,programmer,04106
3269,Female,18,Under18,20,writer,45220
3270,Male,18,Under18,11,lawyer,45220
3271,Female,35,26-35,0,other,92704
3272,Male,35,26-35,0,other,08330
3273,Male,35,26-35,7,executive/managerial,11201
3274,Male,25,19-25,20,writer,02062
3275,Male,35,26-35,7,executive/managerial,10028
3276,Male,25,19-25,20,writer,55391
3277,Male,25,19-25,17,technician/engineer,94107
3278,Male,35,26-35,7,executive/managerial,10014
3279,Male,45,36-45,15,scientist,92880
3280,Male,25,19-25,7,executive/managerial,33486
3281,Male,25,19-25,17,technician/engineer,79705
3282,Male,45,36-45,3,clerical/admin,20009
3283,Male,35,26-35,16,self-employed,66208
3284,Male,25,19-25,6,doctor/health care,48197
3285,Male,25,19-25,4,college/grad student,44706
3286,Female,35,26-35,7,executive/managerial,80013
3287,Male,56,56+,13,retired,27514-3540
3288,Male,25,19-25,14,sales/marketing,94133
3289,Male,45,36-45,6,doctor/health care,95695
3290,Male,25,19-25,14,sales/marketing,90292
3291,Female,25,19-25,7,executive/managerial,27516
3292,Female,50,46-55,6,doctor/health care,79410
3293,Male,45,36-45,14,sales/marketing,37343
3294,Male,18,Under18,4,college/grad student,78749
3295,Male,18,Under18,18,tradesman/craftsman,92123
3296,Male,18,Under18,14,sales/marketing,90292
3297,Male,18,Under18,4,college/grad student,91325
3298,Male,1,Under18,10,K-12 student,20876
3299,Female,25,19-25,4,college/grad student,19119
3300,Male,35,26-35,5,customer service,19119
3301,Female,25,19-25,2,artist,85719
3302,Male,25,19-25,17,technician/engineer,74074
3303,Male,56,56+,17,technician/engineer,06405
3304,Female,45,36-45,5,customer service,92649
3305,Male,56,56+,20,writer,94708
3306,Male,45,36-45,14,sales/marketing,60045
3307,Male,50,46-55,6,doctor/health care,90640
3308,Female,18,Under18,20,writer,15701-1348
3309,Male,25,19-25,17,technician/engineer,20707
3310,Male,45,36-45,14,sales/marketing,12561
3311,Male,25,19-25,4,college/grad student,90039
3312,Female,18,Under18,4,college/grad student,90039
3313,Male,35,26-35,20,writer,90292
3314,Male,25,19-25,7,executive/managerial,06516
3315,Male,25,19-25,12,programmer,78731
3316,Male,1,Under18,19,unemployed,92557
3317,Male,25,19-25,4,college/grad student,78705
3318,Male,56,56+,13,retired,30047
3319,Female,56,56+,13,retired,92308
3320,Male,25,19-25,1,academic/educator,56082
3321,Male,35,26-35,1,academic/educator,95380
3322,Female,18,Under18,4,college/grad student,68516
3323,Male,35,26-35,14,sales/marketing,11784
3324,Male,35,26-35,17,technician/engineer,48083
3325,Female,35,26-35,14,sales/marketing,39180
3326,Male,45,36-45,7,executive/managerial,64138
3327,Male,18,Under18,12,programmer,91423
3328,Male,56,56+,19,unemployed,91790-1161
3329,Male,50,46-55,18,tradesman/craftsman,72601
3330,Female,35,26-35,1,academic/educator,47933
3331,Female,25,19-25,7,executive/managerial,06854
3332,Male,25,19-25,7,executive/managerial,06854
3333,Male,18,Under18,16,self-employed,29404-2205
3334,Male,35,26-35,0,other,09142
3335,Male,25,19-25,0,other,10023
3336,Male,35,26-35,17,technician/engineer,93436
3337,Male,25,19-25,4,college/grad student,97214
3338,Male,45,36-45,16,self-employed,08053
3339,Male,25,19-25,17,technician/engineer,44118
3340,Male,45,36-45,16,self-employed,48097
3341,Male,25,19-25,20,writer,91730
3342,Female,25,19-25,5,customer service,92705
3343,Female,18,Under18,4,college/grad student,79912
3344,Male,35,26-35,0,other,08902
3345,Male,25,19-25,7,executive/managerial,18655
3346,Male,35,26-35,7,executive/managerial,54016
3347,Female,35,26-35,7,executive/managerial,91362
3348,Male,45,36-45,16,self-employed,94546
3349,Female,18,Under18,4,college/grad student,92054
3350,Female,18,Under18,0,other,20815
3351,Female,18,Under18,5,customer service,92870
3352,Male,35,26-35,0,other,30533
3353,Male,35,26-35,17,technician/engineer,92688
3354,Male,25,19-25,7,executive/managerial,18615
3355,Male,25,19-25,1,academic/educator,400060
3356,Male,35,26-35,7,executive/managerial,95031
3357,Male,25,19-25,18,tradesman/craftsman,64055
3358,Female,25,19-25,1,academic/educator,91790
3359,Male,25,19-25,20,writer,22936
3360,Female,25,19-25,0,other,92646
3361,Male,25,19-25,4,college/grad student,91790
3362,Female,25,19-25,0,other,90212
3363,Female,35,26-35,9,homemaker,04046
3364,Male,56,56+,13,retired,17033
3365,Male,50,46-55,17,technician/engineer,23059
3366,Male,35,26-35,14,sales/marketing,08750
3367,Male,50,46-55,16,self-employed,10025
3368,Male,25,19-25,14,sales/marketing,55435
3369,Male,45,36-45,18,tradesman/craftsman,14701
3370,Male,18,Under18,4,college/grad student,92833
3371,Male,25,19-25,2,artist,55405
3372,Male,56,56+,13,retired,55118
3373,Male,18,Under18,16,self-employed,94709
3374,Male,35,26-35,5,customer service,64801
3375,Male,25,19-25,4,college/grad student,89193
3376,Male,35,26-35,16,self-employed,10803
3377,Male,25,19-25,17,technician/engineer,03570
3378,Male,18,Under18,4,college/grad student,48135
3379,Male,35,26-35,1,academic/educator,20037
3380,Male,50,46-55,0,other,20815
3381,Male,25,19-25,0,other,96671
3382,Female,1,Under18,10,K-12 student,55305
3383,Male,56,56+,16,self-employed,03070
3384,Male,35,26-35,7,executive/managerial,91304
3385,Female,25,19-25,9,homemaker,32212
3386,Male,18,Under18,4,college/grad student,55414
3387,Male,18,Under18,1,academic/educator,94706
3388,Female,25,19-25,1,academic/educator,92646
3389,Male,18,Under18,0,other,13603
3390,Female,45,36-45,20,writer,02476
3391,Male,18,Under18,4,college/grad student,48135
3392,Male,50,46-55,6,doctor/health care,08108
3393,Male,35,26-35,12,programmer,60563
3394,Male,35,26-35,7,executive/managerial,90069
3395,Male,25,19-25,7,executive/managerial,02134
3396,Male,25,19-25,12,programmer,15217
3397,Male,25,19-25,5,customer service,55414
3398,Male,18,Under18,20,writer,30033
3399,Male,25,19-25,4,college/grad student,14623
3400,Male,25,19-25,14,sales/marketing,08742
3401,Male,35,26-35,7,executive/managerial,76109
3402,Male,35,26-35,20,writer,30306
3403,Male,35,26-35,5,customer service,48342
3404,Male,25,19-25,8,farmer,95380
3405,Male,35,26-35,14,sales/marketing,92084
3406,Female,25,19-25,7,executive/managerial,85214
3407,Female,45,36-45,5,customer service,60050
3408,Male,25,19-25,17,technician/engineer,14830
3409,Male,25,19-25,4,college/grad student,48127
3410,Male,35,26-35,1,academic/educator,20653
3411,Male,18,Under18,4,college/grad student,02139
3412,Male,25,19-25,18,tradesman/craftsman,85213
3413,Female,25,19-25,17,technician/engineer,92084
3414,Male,25,19-25,17,technician/engineer,75146
3415,Male,35,26-35,7,executive/managerial,80129
3416,Male,25,19-25,12,programmer,20850
3417,Female,18,Under18,2,artist,14616
3418,Female,18,Under18,3,clerical/admin,22305
3419,Male,45,36-45,1,academic/educator,16801
3420,Female,25,19-25,7,executive/managerial,48105
3421,Male,45,36-45,7,executive/managerial,94501
3422,Male,25,19-25,5,customer service,43221
3423,Male,25,19-25,7,executive/managerial,84088
3424,Male,25,19-25,6,doctor/health care,92111
3425,Male,18,Under18,20,writer,48135
3426,Male,25,19-25,20,writer,90046
3427,Male,25,19-25,14,sales/marketing,78267
3428,Male,45,36-45,1,academic/educator,47933
3429,Female,25,19-25,7,executive/managerial,94602
3430,Female,45,36-45,1,academic/educator,15208
3431,Female,45,36-45,6,doctor/health care,48867
3432,Male,25,19-25,12,programmer,27410
3433,Male,18,Under18,12,programmer,55113
3434,Male,18,Under18,4,college/grad student,48867
3435,Male,45,36-45,1,academic/educator,48867
3436,Male,35,26-35,0,other,98503
3437,Female,25,19-25,0,other,37203
3438,Female,25,19-25,0,other,78735
3439,Male,18,Under18,17,technician/engineer,76116
3440,Male,56,56+,17,technician/engineer,32822
3441,Female,25,19-25,14,sales/marketing,94109
3442,Male,18,Under18,12,programmer,20878
3443,Female,35,26-35,17,technician/engineer,48219
3444,Male,50,46-55,14,sales/marketing,33401
3445,Female,35,26-35,20,writer,92009
3446,Male,25,19-25,7,executive/managerial,30620
3447,Male,25,19-25,12,programmer,94131
3448,Female,18,Under18,3,clerical/admin,60640
3449,Male,25,19-25,14,sales/marketing,02142
3450,Male,25,19-25,5,customer service,78251
3451,Female,25,19-25,11,lawyer,94117
3452,Male,25,19-25,14,sales/marketing,07702
3453,Male,35,26-35,7,executive/managerial,07981
3454,Male,18,Under18,0,other,92122
3455,Female,25,19-25,0,other,07701
3456,Male,25,19-25,17,technician/engineer,54401
3457,Male,25,19-25,20,writer,19083
3458,Male,45,36-45,0,other,02131
3459,Male,18,Under18,4,college/grad student,76266
3460,Male,1,Under18,4,college/grad student,10012
